tweet_id,times,dog_type,name,rating,stage,favorite_count,retweet_count
858843525470990336,2017-05-01 00:40:27,Golden_Retriever,,13.0,"puppo,doggo",16242,3746
858471635011153920,2017-04-30 00:02:42,Pembroke,Sophie,13.0,,22528,5243
858107933456039936,2017-04-28 23:57:28,Golden_Retriever,Wyatt,12.0,,16459,3140
857989990357356544,2017-04-28 16:08:49,French_Bulldog,Rosie,12.0,,16883,2790
857746408056729600,2017-04-28 00:00:54,Labrador_Retriever,Thor,13.0,,35902,11452
857393404942143489,2017-04-27 00:38:11,Malamute,,13.0,,6213,1772
857263160327368704,2017-04-26 16:00:39,Samoyed,Oscar,13.0,,20956,4903
857029823797047296,2017-04-26 00:33:27,Golden_Retriever,Zeke,12.0,,19838,4342
856543823941562368,2017-04-24 16:22:16,Boston_Bull,Callie,12.0,,17075,3113
856526610513747968,2017-04-24 15:13:52,Old_English_Sheepdog,,14.0,,12412,2053
856282028240666624,2017-04-23 23:01:59,Chihuahua,Cermet,14.0,,29007,6818
855851453814013952,2017-04-22 18:31:02,Flat-Coated_Retriever,,13.0,"puppo,doggo",47679,19118
855459453768019968,2017-04-21 16:33:22,Blenheim_Spaniel,,12.0,,31563,8946
854732716440526848,2017-04-19 16:25:34,Pembroke,Marlee,12.0,,24116,6657
854482394044301312,2017-04-18 23:50:52,Chihuahua,Arya,13.0,,30979,7546
854365224396361728,2017-04-18 16:05:17,Pembroke,Einstein,13.0,,19954,5123
854120357044912130,2017-04-17 23:52:16,Black-And-Tan_Coonhound,,14.0,pupper,33792,8245
854010172552949760,2017-04-17 16:34:26,English_Springer,,11.0,"floof,doggo",17120,3419
853760880890318849,2017-04-17 00:03:50,Miniature_Pinscher,Alice,12.0,,30306,6350
853639147608842240,2017-04-16 16:00:07,German_Shepherd,,13.0,,37042,11198
852912242202992640,2017-04-14 15:51:39,Great_Dane,Benny,12.0,,9610,2024
852672615818899456,2017-04-13 23:59:28,Golden_Retriever,Aspen,12.0,,15869,2371
852553447878664193,2017-04-13 16:05:56,Bloodhound,Jarod,13.0,,17419,3858
851591660324737024,2017-04-11 00:24:08,Cardigan,,11.0,,17240,3808
850753642995093505,2017-04-08 16:54:09,Pug,Kyle,11.0,,33213,10285
850380195714523136,2017-04-07 16:10:12,Yorkshire_Terrier,Leo,13.0,,13946,2894
850019790995546112,2017-04-06 16:18:05,Shetland_Sheepdog,Boomer,12.0,pupper,21874,5429
849776966551130114,2017-04-06 00:13:11,Chihuahua,,12.0,,32267,8366
849412302885593088,2017-04-05 00:04:08,Schipperke,Noosh,12.0,,16978,3461
848690551926992896,2017-04-03 00:16:10,Flat-Coated_Retriever,,12.0,,26990,4795
848324959059550208,2017-04-02 00:03:26,Malamute,Odin,12.0,,20143,4012
848212111729840128,2017-04-01 16:35:01,Bedlington_Terrier,Jerry,6.0,,17545,3421
847842811428974592,2017-03-31 16:07:33,Bernese_Mountain_Dog,Rontu,12.0,,5910,1513
847606175596138505,2017-03-31 00:27:14,Cardigan,Cannon,12.0,,20130,3756
847251039262605312,2017-03-30 00:56:03,Airedale,Furzey,12.0,,21935,4773
847157206088847362,2017-03-29 18:43:12,Staffordshire_Bullterrier,Daisy,11.0,,21492,6528
846874817362120707,2017-03-29 00:01:05,Shetland_Sheepdog,Tuck,13.0,,21597,4381
846514051647705089,2017-03-28 00:07:32,Golden_Retriever,Barney,13.0,doggo,48198,12992
846153765933735936,2017-03-27 00:15:53,Giant_Schnauzer,Vixen,13.0,,34263,10154
846042936437604353,2017-03-26 16:55:29,Golden_Retriever,Jarvis,12.0,,17192,3206
845812042753855489,2017-03-26 01:38:00,Samoyed,,13.0,,31600,9815
845677943972139009,2017-03-25 16:45:08,Chow,,12.0,,27040,5333
845397057150107648,2017-03-24 22:08:59,Dandie_Dinmont,Mimosa,13.0,doggo,8215,2056
845306882940190720,2017-03-24 16:10:40,Irish_Water_Spaniel,Pickles,12.0,pupper,25123,6013
844973813909606400,2017-03-23 18:07:10,Labrador_Retriever,Brady,12.0,,16307,3597
844704788403113984,2017-03-23 00:18:10,Labrador_Retriever,Luna,13.0,,41876,11580
844223788422217728,2017-03-21 16:26:50,Labrador_Retriever,Margo,12.0,,14700,2437
843856843873095681,2017-03-20 16:08:44,Labrador_Retriever,Sadie,12.0,,23113,5200
843604394117681152,2017-03-19 23:25:35,Labrador_Retriever,Hank,11.0,,18234,3066
843235543001513987,2017-03-18 22:59:54,Pembroke,Tycho,13.0,,23218,6809
842846295480000512,2017-03-17 21:13:10,Labrador_Retriever,Charlie,13.0,,16380,4008
842535590457499648,2017-03-17 00:38:32,Pembroke,Winnie,13.0,,19561,3921
842163532590374912,2017-03-16 00:00:07,French_Bulldog,George,12.0,,26494,6521
842115215311396866,2017-03-15 20:48:07,Chow,Bentley,12.0,,15145,3363
841680585030541313,2017-03-14 16:01:03,Chihuahua,Penny,12.0,,27739,8703
841314665196081154,2017-03-13 15:47:01,Afghan_Hound,Max,13.0,,17224,5283
841077006473256960,2017-03-13 00:02:39,Brittany_Spaniel,Dawn,12.0,,24841,5956
840632337062862849,2017-03-11 18:35:42,Golden_Retriever,Maddie,12.0,,9722,1960
840268004936019968,2017-03-10 18:27:58,Chesapeake_Bay_Retriever,Monty,12.0,,20863,6460
839990271299457024,2017-03-10 00:04:21,Staffordshire_Bullterrier,Sojourner,13.0,,14575,2579
839239871831150596,2017-03-07 22:22:32,Leonberg,Odie,13.0,,29552,7375
838921590096166913,2017-03-07 01:17:48,Border_Terrier,Arlo,13.0,,12135,2341
838561493054533637,2017-03-06 01:26:54,Kelpie,Walter,13.0,,11849,1494
838476387338051585,2017-03-05 19:48:43,Great_Pyrenees,Stanley,13.0,,24569,5452
838083903487373313,2017-03-04 17:49:08,Chow,Daisy,13.0,,19124,3557
837820167694528512,2017-03-04 00:21:08,Golden_Retriever,,12.0,pupper,37150,8882
837471256429613056,2017-03-03 01:14:41,Norwegian_Elkhound,Vincent,12.0,,13909,2611
837366284874571778,2017-03-02 18:17:34,American_Staffordshire_Terrier,Lucy,13.0,puppo,22964,5969
837110210464448512,2017-03-02 01:20:01,Siberian_Husky,Clark,13.0,pupper,17408,2718
836260088725786625,2017-02-27 17:01:56,Borzoi,Lucy,13.0,,23100,4832
836001077879255040,2017-02-26 23:52:43,Samoyed,,13.0,,20840,4901
835574547218894849,2017-02-25 19:37:50,Staffordshire_Bullterrier,Eli,11.0,,19379,4097
835297930240217089,2017-02-25 01:18:40,Rottweiler,Ash,12.0,,17791,3368
835172783151792128,2017-02-24 17:01:22,Border_Collie,,12.0,,28461,6493
834786237630337024,2017-02-23 15:25:23,Border_Terrier,Tobi,13.0,,22874,6132
834458053273591808,2017-02-22 17:41:18,Rhodesian_Ridgeback,Chester,12.0,,10482,1893
834209720923721728,2017-02-22 01:14:30,Golden_Retriever,Wilson,12.0,,22505,5442
833863086058651648,2017-02-21 02:17:06,Kuvasz,Bentley,12.0,,14594,2717
833826103416520705,2017-02-20 23:50:09,Chihuahua,Charlie,13.0,,16661,3886
833722901757046785,2017-02-20 17:00:04,West_Highland_White_Terrier,Bronte,13.0,,22501,3626
833479644947025920,2017-02-20 00:53:27,Golden_Retriever,Poppy,13.0,,16193,2345
833124694597443584,2017-02-19 01:23:00,Cardigan,Gidget,12.0,pupper,22062,5490
832998151111966721,2017-02-18 17:00:10,Boxer,Rhino,13.0,doggo,14506,2508
832757312314028032,2017-02-18 01:03:09,Cardigan,Willow,13.0,,18356,4109
832636094638288896,2017-02-17 17:01:29,Eskimo_Dog,Orion,12.0,,17310,3202
832397543355072512,2017-02-17 01:13:34,Pekinese,Eevee,12.0,,13067,2533
832369877331693569,2017-02-16 23:23:38,Kelpie,Charlie,11.0,,18715,3634
832273440279240704,2017-02-16 17:00:25,Pembroke,Smiley,14.0,doggo,12339,2657
832032802820481025,2017-02-16 01:04:13,Whippet,Miguel,12.0,doggo,13826,4720
831939777352105988,2017-02-15 18:54:34,Pomeranian,Emanuel,12.0,doggo,26297,6992
831911600680497154,2017-02-15 17:02:36,Bloodhound,Kuyu,14.0,,30248,7409
831670449226514432,2017-02-15 01:04:21,Pembroke,Daisy,13.0,,11439,2053
831650051525054464,2017-02-14 23:43:18,Eskimo_Dog,,13.0,,7868,2226
831552930092285952,2017-02-14 17:17:22,Chihuahua,Dutch,13.0,,9843,2620
831322785565769729,2017-02-14 02:02:51,Old_English_Sheepdog,Pete,12.0,doggo,10011,1737
831315979191906304,2017-02-14 01:35:49,Briard,,13.0,pupper,7087,1261
831309418084069378,2017-02-14 01:09:44,Doberman,Scooter,12.0,,12777,2772
831262627380748289,2017-02-13 22:03:49,Cocker_Spaniel,Tucker,12.0,,13018,2338
830956169170665475,2017-02-13 01:46:03,Kuvasz,Reggie,12.0,,8705,1725
830583320585068544,2017-02-12 01:04:29,Labrador_Retriever,Lilly,13.0,,73157,19188
830097400375152640,2017-02-10 16:53:37,Toy_Poodle,Samson,13.0,,10769,3441
829861396166877184,2017-02-10 01:15:49,Border_Terrier,Mia,12.0,,13402,2234
829501995190984704,2017-02-09 01:27:41,French_Bulldog,Leo,12.0,,34779,12146
829449946868879360,2017-02-08 22:00:52,Labrador_Retriever,,11.0,doggo,11484,2319
829374341691346946,2017-02-08 17:00:26,Staffordshire_Bullterrier,Astrid,13.0,doggo,37930,10647
829141528400556032,2017-02-08 01:35:19,Golden_Retriever,Malcolm,12.0,,26859,8486
829011960981237760,2017-02-07 17:00:28,Boxer,Dexter,13.0,,58067,18527
828650029636317184,2017-02-06 17:02:17,Golden_Retriever,,14.0,,10437,1540
828408677031882754,2017-02-06 01:03:14,Weimaraner,Bear,12.0,,8368,1468
828381636999917570,2017-02-05 23:15:47,Bedlington_Terrier,Doobert,14.0,doggo,13819,2540
828376505180889089,2017-02-05 22:55:23,American_Staffordshire_Terrier,Beebop,13.0,,8084,1210
828372645993398273,2017-02-05 22:40:03,Malamute,Alexander,12.0,,13706,3325
828011680017821696,2017-02-04 22:45:42,American_Staffordshire_Terrier,Brutus,11.0,,11364,2441
827933404142436356,2017-02-04 17:34:40,German_Shepherd,Kona,12.0,pupper,22098,5958
827653905312006145,2017-02-03 23:04:02,Collie,Boots,12.0,,16917,3414
827600520311402496,2017-02-03 19:31:54,Pembroke,Tucker,13.0,,8125,1080
827324948884643840,2017-02-03 01:16:53,Golden_Retriever,Ralphie,12.0,,17444,3490
827199976799354881,2017-02-02 17:00:17,Great_Dane,Charlie,13.0,,11609,2566
826958653328592898,2017-02-02 01:01:21,Golden_Retriever,Loki,12.0,doggo,23675,5734
826848821049180160,2017-02-01 17:44:55,Great_Pyrenees,Cupid,13.0,doggo,40170,11805
826598365270007810,2017-02-01 01:09:42,French_Bulldog,Pawnd,13.0,,11076,2701
826476773533745153,2017-01-31 17:06:32,German_Shepherd,Pilot,12.0,doggo,20201,4801
826240494070030336,2017-01-31 01:27:39,French_Bulldog,,11.0,,14564,2957
826204788643753985,2017-01-30 23:05:46,Labrador_Retriever,,13.0,doggo,5340,1070
825829644528148480,2017-01-29 22:15:05,Great_Pyrenees,Toby,12.0,,13974,2837
825535076884762624,2017-01-29 02:44:34,Rottweiler,,14.0,puppo,56199,19563
825147591692263424,2017-01-28 01:04:51,Pekinese,Sweet,13.0,,20129,5223
825026590719483904,2017-01-27 17:04:02,Eskimo_Dog,Pablo,12.0,puppo,6991,1477
824775126675836928,2017-01-27 00:24:48,Border_Terrier,Scooter,12.0,,16440,4042
824663926340194305,2017-01-26 17:02:56,English_Setter,Wilson,13.0,,11068,1986
824325613288833024,2017-01-25 18:38:36,Pembroke,,13.0,pupper,12961,11791
823939628516474880,2017-01-24 17:04:50,Schipperke,Cash,12.0,,11712,3110
823699002998870016,2017-01-24 01:08:40,Cairn,Winston,12.0,,13786,2764
822872901745569793,2017-01-21 18:26:02,Lakeland_Terrier,,13.0,puppo,132318,47958
822859134160621569,2017-01-21 17:31:20,Malinois,Hobbes,12.0,,14526,2611
822610361945911296,2017-01-21 01:02:48,Cocker_Spaniel,,12.0,,16259,3409
822489057087389700,2017-01-20 17:00:46,Samoyed,Paisley,13.0,,20023,7349
822462944365645825,2017-01-20 15:17:01,Pomeranian,Gabe,14.0,pupper,31684,17089
822244816520155136,2017-01-20 00:50:15,Samoyed,,11.0,,38696,11350
821886076407029760,2017-01-19 01:04:45,Golden_Retriever,Jimison,13.0,,12529,2682
821765923262631936,2017-01-18 17:07:18,Golden_Retriever,Duchess,13.0,doggo,9285,1893
821522889702862852,2017-01-18 01:01:34,Doberman,Harlso,13.0,,8842,2021
821407182352777218,2017-01-17 17:21:47,Irish_Setter,Sundance,14.0,doggo,13026,5031
821149554670182400,2017-01-17 00:18:04,German_Shepherd,Luca,12.0,,9678,2309
821107785811234820,2017-01-16 21:32:06,Pomeranian,,11.0,doggo,10596,2477
821044531881721856,2017-01-16 17:20:45,Old_English_Sheepdog,Flash,12.0,,13974,2622
820749716845686786,2017-01-15 21:49:15,Golden_Retriever,Sunny,13.0,,34862,11466
820690176645140481,2017-01-15 17:52:40,West_Highland_White_Terrier,,12.0,floof,13476,3699
820314633777061888,2017-01-14 17:00:24,Gordon_Setter,,14.0,,3696,646
819952236453363712,2017-01-13 17:00:21,American_Staffordshire_Terrier,Oliver,13.0,puppo,5903,1361
819588359383371776,2017-01-12 16:54:26,Cardigan,Jazzy,13.0,,10556,2259
819347104292290561,2017-01-12 00:55:47,Rottweiler,Anna,12.0,,7982,1377
819227688460238848,2017-01-11 17:01:16,Border_Terrier,Finn,12.0,,25548,7694
819004803107983360,2017-01-11 02:15:36,Standard_Poodle,Bo,14.0,doggo,95138,42045
818627210458333184,2017-01-10 01:15:10,Labrador_Retriever,Wafer,13.0,,24481,8527
818614493328580609,2017-01-10 00:24:38,Chihuahua,Bear,12.0,,10920,2965
818259473185828864,2017-01-09 00:53:55,Miniature_Schnauzer,Florence,12.0,,12163,2611
818145370475810820,2017-01-08 17:20:31,Golden_Retriever,Autumn,11.0,,13621,2993
817827839487737858,2017-01-07 20:18:46,Cocker_Spaniel,Buddy,13.0,,57371,31140
817777686764523521,2017-01-07 16:59:28,Curly-Coated_Retriever,Dido,13.0,"pupper,doggo",11855,3071
817536400337801217,2017-01-07 01:00:41,Pug,Eugene,12.0,,13051,3488
817415592588222464,2017-01-06 17:00:38,Doberman,Strudel,11.0,,6234,1122
817171292965273600,2017-01-06 00:49:53,Golden_Retriever,Tebow,13.0,,9650,2315
817120970343411712,2017-01-05 21:29:55,Saluki,,13.0,,13331,3004
817056546584727552,2017-01-05 17:13:55,Kelpie,Chloe,11.0,,9489,1916
816816676327063552,2017-01-05 01:20:46,Malamute,Timber,12.0,,11030,2350
816697700272001025,2017-01-04 17:27:59,Chihuahua,Binky,12.0,,10860,2529
816336735214911488,2017-01-03 17:33:39,Labrador_Retriever,Dudley,11.0,,9529,2253
816091915477250048,2017-01-03 01:20:49,Pomeranian,Comet,12.0,,9882,2490
815990720817401858,2017-01-02 18:38:42,Chihuahua,Jack,11.0,doggo,5526,1201
815966073409433600,2017-01-02 17:00:46,Tibetan_Mastiff,,13.0,pupper,24964,9846
815736392542261248,2017-01-02 01:48:06,Border_Collie,Akumi,11.0,,10894,2607
815639385530101762,2017-01-01 19:22:38,German_Shepherd,Titan,12.0,,9130,1901
814986499976527872,2016-12-31 00:08:17,Dalmatian,Cooper,11.0,pupper,8447,1500
814638523311648768,2016-12-30 01:05:33,Golden_Retriever,Olivia,12.0,,12481,3119
814530161257443328,2016-12-29 17:54:58,Miniature_Poodle,Alf,12.0,,9597,2143
814153002265309185,2016-12-28 16:56:16,Golden_Retriever,Oshie,12.0,,31880,10034
813910438903693312,2016-12-28 00:52:25,Siberian_Husky,Chubbs,11.0,doggo,10296,2180
813812741911748608,2016-12-27 18:24:12,French_Bulldog,Gary,14.0,,40231,16183
813800681631023104,2016-12-27 17:36:16,Malamute,Sky,12.0,,9265,2042
813217897535406080,2016-12-26 03:00:30,Samoyed,,13.0,,20708,8436
813202720496779264,2016-12-26 02:00:11,Cocker_Spaniel,,11.0,doggo,10160,2079
813187593374461952,2016-12-26 01:00:05,Golden_Retriever,,13.0,,22007,5063
813142292504645637,2016-12-25 22:00:04,Beagle,,13.0,,9316,2714
813127251579564032,2016-12-25 21:00:18,Norwegian_Elkhound,,11.0,doggo,13188,3628
813096984823349248,2016-12-25 19:00:02,Great_Dane,Rocky,11.0,doggo,11644,4187
813081950185472002,2016-12-25 18:00:17,Doberman,Baron,11.0,,10956,3201
813066809284972545,2016-12-25 17:00:08,Toy_Terrier,Tyr,12.0,,8825,2259
813051746834595840,2016-12-25 16:00:16,Golden_Retriever,Bauer,13.0,,23221,8455
812781120811126785,2016-12-24 22:04:54,Bull_Mastiff,Swagger,10.0,,8342,2187
812709060537683968,2016-12-24 17:18:34,Irish_Setter,Brandi,12.0,,7344,1658
812372279581671427,2016-12-23 19:00:19,Golden_Retriever,Moe,13.0,,15161,4230
811985624773361665,2016-12-22 17:23:53,Staffordshire_Bullterrier,Ted,11.0,,8067,1642
811744202451197953,2016-12-22 01:24:33,Pekinese,Halo,13.0,,8390,1873
811627233043480576,2016-12-21 17:39:46,Beagle,Augie,10.0,,14210,3633
811386762094317568,2016-12-21 01:44:13,Pembroke,Craig,11.0,pupper,23211,7405
810896069567610880,2016-12-19 17:14:23,Flat-Coated_Retriever,Hunter,11.0,,10057,2082
810657578271330305,2016-12-19 01:26:42,Malamute,Pavlov,11.0,,12150,3043
810284430598270976,2016-12-18 00:43:57,Malamute,Phil,13.0,,39481,13304
810254108431155201,2016-12-17 22:43:27,Staffordshire_Bullterrier,Gus,12.0,,16308,3880
809920764300447744,2016-12-17 00:38:52,Norwich_Terrier,,10.0,,17181,4498
